first_name,last_name,gender,Age_category,past_3_years_bike_related_purchases_categories,cluster,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,postcode,state,property_valuation
Bunny,Leebetter,Female,55-64,81-90,Cat_2,Quality Engineer,Manufacturing,High Net Worth,N,Yes,8,4301,QLD,4
Matias,Melloi,Male,45-54,61-70,Cat_1,Legal Assistant,Retail,Affluent Customer,N,No,11,2155,NSW,10
Sada,Dowyer,Female,18-24,41-50,Cat_1,Human Resources Manager,Financial Services,High Net Worth,N,Yes,3,2090,NSW,10
Anet,Roseman,Female,25-34,81-90,Cat_2,Programmer Analyst III,Financial Services,Mass Customer,N,No,9,3814,VIC,4
Katie,Warhurst,Female,25-34,Below 10,Cat_2,Help Desk Operator,Retail,High Net Worth,N,Yes,14,3064,VIC,5
Celia,Bryden,Female,Above 64,11-20,Cat_1,Chemical Engineer,Manufacturing,High Net Worth,N,No,21,2114,NSW,9
Stearne,Trolley,Male,35-44,41-50,Cat_1,Automation Specialist IV,Financial Services,High Net Worth,N,No,14,2137,NSW,11
Tristam,Larose,Male,35-44,61-70,Cat_1,VP Accounting,Financial Services,Mass Customer,N,No,17,2137,NSW,11
Laurena,,Female,55-64,21-30,Cat_2,VP Sales,Financial Services,High Net Worth,N,No,10,3810,VIC,6
Heloise,Fairpool,Female,45-54,11-20,Cat_2,Information Systems Manager,Manufacturing,High Net Worth,N,No,17,4680,QLD,3
Marcellina,Baynton,Female,Above 64,51-60,Cat_2,Software Engineer III,Financial Services,Mass Customer,N,No,16,3141,VIC,10
Gregorius,Leal,Male,Above 64,Below 10,Cat_1,Sales Representative,Retail,Affluent Customer,N,Yes,21,2033,NSW,12
Deana,Canton,Female,45-54,61-70,Cat_2,Account Coordinator,Property,Mass Customer,N,Yes,14,4301,QLD,3
Kori,Sparsholt,Female,Above 64,51-60,Cat_1,Office Assistant II,Property,Mass Customer,N,Yes,19,2171,NSW,9
Lucky,Klainman,Female,Above 64,21-30,Cat_2,Chief Design Engineer,Retail,Mass Customer,N,No,8,3758,VIC,4
Erasmus,Olenchenko,Male,55-64,51-60,Cat_1,Software Test Engineer IV,Property,Mass Customer,N,Yes,5,2484,NSW,7
Carita,Sand,Female,45-54,21-30,Cat_1,Quality Engineer,Retail,Mass Customer,N,No,16,2154,NSW,11
Lynnett,Tipper,Female,25-34,21-30,Cat_1,Social Worker,Health,High Net Worth,N,Yes,2,3109,VIC,10
Thorn,Stigers,Male,45-54,41-50,Cat_2,Business Systems Development Analyst,Financial Services,Mass Customer,N,No,19,4115,QLD,8
Lela,Billing,Female,45-54,31-40,Cat_1,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,18,2571,NSW,7
Norah,Mapis,Female,18-24,71-80,Cat_1,Assistant Manager,Argiculture,Mass Customer,N,No,10,2263,NSW,9
Moina,Rosenbaum,Female,18-24,41-50,Cat_2,Graphic Designer,IT,Mass Customer,N,No,14,3109,VIC,10
Ceciley,Harg,Female,25-34,41-50,Cat_2,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,4172,QLD,7
Torry,de la Valette Parisot,Male,55-64,Above 90,Cat_2,VP Marketing,Telecommunications,Mass Customer,N,Yes,18,3168,VIC,9
Sigismund,Sedger,Male,18-24,Below 10,Cat_1,Accountant II,Manufacturing,Affluent Customer,N,No,7,2155,NSW,10
Irvine,Headon,Male,Above 64,Above 90,Cat_1,Geologist III,IT,Affluent Customer,N,Yes,20,2322,NSW,5
Laurie,,Male,35-44,31-40,Cat_1,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,15,2210,NSW,10
Tomkin,Bernlin,Male,18-24,Below 10,Cat_1,Food Chemist,Health,Affluent Customer,N,Yes,9,2480,NSW,3
Genni,Fanstone,Female,45-54,21-30,Cat_2,Administrative Assistant II,Entertainment,Mass Customer,N,No,16,3149,VIC,10
Blondie,,Female,25-34,41-50,Cat_1,Actuary,Financial Services,High Net Worth,N,No,11,2565,NSW,8
Aloysius,Killingsworth,Male,Above 64,81-90,Cat_1,VP Quality Control,Financial Services,Mass Customer,N,No,12,2145,NSW,9
Carola,Philler,Female,Above 64,71-80,Cat_1,Dental Hygienist,Health,High Net Worth,N,No,15,2145,NSW,7
Fitzgerald,Hellikes,Male,35-44,21-30,Cat_2,Media Manager IV,Health,Mass Customer,N,Yes,10,3040,VIC,7
Ingmar,Okenden,Male,55-64,Above 90,Cat_2,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8,3216,VIC,2
Tina,Dunstan,Female,Above 64,11-20,Cat_1,Account Representative IV,Retail,Affluent Customer,N,No,13,2171,NSW,7
Huberto,Mollatt,Male,55-64,81-90,Cat_1,Programmer IV,Manufacturing,Mass Customer,N,Yes,14,2770,NSW,7
Georgi,,Male,45-54,21-30,Cat_2,Assistant Manager,Manufacturing,High Net Worth,N,No,11,3215,VIC,4
Adolpho,Bellerby,Male,Above 64,41-50,Cat_2,VP Sales,Financial Services,High Net Worth,N,Yes,13,4305,QLD,4
Kelsey,Hatt,Female,55-64,61-70,Cat_2,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,3930,VIC,6
Lucien,,Male,55-64,81-90,Cat_2,Cost Accountant,Financial Services,High Net Worth,N,Yes,19,4305,QLD,3
Ariel,McCloid,Male,25-34,Below 10,Cat_2,Human Resources Manager,Financial Services,High Net Worth,N,Yes,6,3630,VIC,1
Bevvy,Openshaw,Female,45-54,61-70,Cat_1,Staff Scientist,Manufacturing,Affluent Customer,N,Yes,10,2318,NSW,3
Alexina,Mabley,Female,45-54,71-80,Cat_1,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,2573,NSW,9
Dawn,Pyffe,Female,55-64,51-60,Cat_2,Media Manager III,Retail,Mass Customer,N,No,11,3155,VIC,8
Claudette,Renackowna,Female,25-34,51-60,Cat_1,Administrative Officer,Manufacturing,Mass Customer,N,No,2,2148,NSW,8
Elianora,Poolton,Female,Above 64,11-20,Cat_2,Programmer II,Health,Mass Customer,N,Yes,21,3134,VIC,9
Park,,Male,45-54,31-40,Cat_2,Nurse Practicioner,IT,Affluent Customer,N,No,14,4350,QLD,7
Anthony,Lindstrom,Male,25-34,81-90,Cat_1,Geologist IV,Financial Services,Affluent Customer,N,Yes,10,2205,NSW,10
Liane,Poizer,Female,Above 64,51-60,Cat_1,Analyst Programmer,Property,High Net Worth,N,No,13,2076,NSW,11
Romonda,Hallt,Female,55-64,61-70,Cat_1,Operator,Manufacturing,Affluent Customer,N,No,15,2480,NSW,4
Sula,Thomann,Female,25-34,51-60,Cat_1,Assistant Manager,Retail,Mass Customer,N,No,6,2160,NSW,9
Renell,Earley,Female,Above 64,Below 10,Cat_2,Compensation Analyst,Financial Services,Mass Customer,N,Yes,11,4171,QLD,5
Cliff,Philipsson,Male,55-64,81-90,Cat_2,Structural Analysis Engineer,Argiculture,Mass Customer,N,No,16,3149,VIC,10
Clevey,Aisthorpe,Male,45-54,21-30,Cat_1,Software Consultant,Financial Services,Mass Customer,N,Yes,8,2009,NSW,9
Cariotta,,Female,45-54,Below 10,Cat_1,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,2527,NSW,7
George,Jose,Male,55-64,61-70,Cat_2,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,20,4680,QLD,4
Kissiah,Foat,Female,45-54,21-30,Cat_1,Graphic Designer,Financial Services,Mass Customer,N,Yes,19,2281,NSW,9
Milty,Brauninger,Male,Above 64,11-20,Cat_1,Payment Adjustment Coordinator,Manufacturing,High Net Worth,N,No,11,2640,NSW,7
Killian,Nettles,Male,35-44,41-50,Cat_2,Marketing Assistant,Retail,Affluent Customer,N,No,4,3803,VIC,7
Fredia,Favelle,Female,45-54,Above 90,Cat_2,Teacher,Financial Services,Mass Customer,N,Yes,19,4014,QLD,8
Katleen,Arnoult,Female,45-54,Below 10,Cat_1,VP Product Management,Manufacturing,Mass Customer,N,Yes,13,2066,NSW,9
Gaultiero,Fibbens,Male,35-44,41-50,Cat_1,Help Desk Technician,Manufacturing,Affluent Customer,N,No,9,2035,NSW,11
Inglebert,Aspinal,Male,45-54,Below 10,Cat_1,Financial Analyst,Financial Services,Mass Customer,N,No,11,2176,NSW,8
Jammal,Devenny,Male,18-24,51-60,Cat_2,Marketing Manager,Retail,High Net Worth,N,No,12,3152,VIC,9
Adriane,Richardson,Female,45-54,81-90,Cat_2,Data Coordiator,Manufacturing,High Net Worth,N,No,9,3070,VIC,8
Jodi,Lermit,Female,Above 64,Above 90,Cat_2,Social Worker,Health,Mass Customer,N,Yes,10,4021,QLD,2
Emelia,Ackwood,Female,25-34,71-80,Cat_2,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,10,4183,QLD,9
Andee,Huke,Female,45-54,Above 90,Cat_2,Chemical Engineer,Manufacturing,Mass Customer,N,No,9,3858,VIC,2
Isa,Fominov,Male,18-24,71-80,Cat_1,Physical Therapy Assistant,Financial Services,Mass Customer,N,Yes,5,2010,NSW,9
Zabrina,Margram,Female,55-64,81-90,Cat_2,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,11,4053,QLD,8
Maddalena,Angood,Female,18-24,71-80,Cat_1,Chemical Engineer,Manufacturing,Affluent Customer,N,No,12,2320,NSW,4
Sofie,Worsfold,Female,Above 64,81-90,Cat_2,Environmental Tech,Retail,Mass Customer,N,Yes,9,4125,QLD,6
Elmira,Vasilyev,Female,Above 64,31-40,Cat_1,Senior Quality Engineer,Manufacturing,High Net Worth,N,No,12,2007,NSW,9
Worthington,Cohane,Male,25-34,51-60,Cat_1,Chief Design Engineer,Entertainment,High Net Worth,N,No,2,2000,NSW,12
Bailey,Bereford,Male,Above 64,41-50,Cat_1,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,11,2444,NSW,6
Perry,Whitehurst,Male,35-44,71-80,Cat_2,Structural Engineer,Manufacturing,High Net Worth,N,Yes,8,3155,VIC,7
Antony,Tuma,Male,Above 64,11-20,Cat_2,Environmental Tech,Telecommunications,High Net Worth,N,Yes,13,3078,VIC,10
Corene,Hallgate,Female,55-64,21-30,Cat_2,Cost Accountant,Financial Services,Mass Customer,N,Yes,14,3103,VIC,12
Nico,Chadwick,Male,Above 64,Above 90,Cat_2,Research Assistant IV,Financial Services,Affluent Customer,N,No,13,3190,VIC,8
Joline,Skipperbottom,Female,45-54,51-60,Cat_1,Desktop Support Technician,Financial Services,High Net Worth,N,No,9,2161,NSW,9
Ivy,Farr,Female,45-54,51-60,Cat_1,Office Assistant IV,IT,High Net Worth,N,No,19,2120,NSW,11
Dallas,Lavalde,Female,18-24,11-20,Cat_1,Product Engineer,Manufacturing,Mass Customer,N,No,12,2323,NSW,4
Amabel,,Female,35-44,71-80,Cat_1,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,2144,NSW,6
Hilario,McCulloch,Male,35-44,61-70,Cat_2,Physical Therapy Assistant,Retail,Mass Customer,N,No,8,3051,VIC,8
Jim,Haddrell,Male,Above 64,51-60,Cat_1,Associate Professor,Financial Services,Mass Customer,N,No,9,2358,NSW,3
Jacobo,Mucklow,Male,Above 64,61-70,Cat_2,Computer Systems Analyst I,Financial Services,High Net Worth,N,Yes,22,3122,VIC,8
Gretel,Paschke,Female,Above 64,Below 10,Cat_2,Editor,Financial Services,Mass Customer,N,Yes,17,4074,QLD,7
Jethro,Mertel,Male,35-44,11-20,Cat_1,Software Consultant,Argiculture,Mass Customer,N,Yes,15,2262,NSW,6
Dwain,Hatch,Male,25-34,61-70,Cat_2,Marketing Assistant,Health,Affluent Customer,N,No,15,3028,VIC,8
Lucretia,D'Agostini,Female,35-44,41-50,Cat_2,Database Administrator III,Manufacturing,High Net Worth,N,No,15,3185,VIC,7
Claude,Bowstead,Female,25-34,31-40,Cat_1,Accounting Assistant III,Manufacturing,Mass Customer,N,No,7,2217,NSW,12
Donn,MacGregor,Male,55-64,71-80,Cat_1,Civil Engineer,Manufacturing,High Net Worth,N,No,5,2046,NSW,10
Laurel,Devennie,Female,45-54,71-80,Cat_2,VP Product Management,Manufacturing,Affluent Customer,N,No,13,4352,QLD,5
Elvira,Darthe,Female,45-54,Below 10,Cat_1,Accounting Assistant I,Financial Services,Affluent Customer,N,No,16,2168,NSW,9
Angie,Tansley,Male,Above 64,61-70,Cat_1,VP Sales,Manufacturing,Mass Customer,N,No,8,2444,NSW,7
Terrence,Dalligan,Male,25-34,51-60,Cat_1,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,2,3200,VIC,6
Katy,Crooke,Female,45-54,Below 10,Cat_1,Food Chemist,Health,Mass Customer,N,No,13,2111,NSW,12
Sammy,Borsi,Female,45-54,Above 90,Cat_1,Accountant III,Financial Services,Mass Customer,N,No,5,2289,NSW,7
Morganica,Ainsbury,Female,45-54,31-40,Cat_1,Senior Editor,Entertainment,High Net Worth,N,Yes,9,2151,NSW,10
Nils,Champion,Male,35-44,61-70,Cat_1,Programmer III,Retail,Affluent Customer,N,No,13,2750,NSW,9
Beverlee,Querree,Female,25-34,41-50,Cat_1,Marketing Manager,Financial Services,High Net Worth,N,Yes,12,2075,NSW,12
Cami,Eitter,Female,35-44,31-40,Cat_2,Professor,Manufacturing,High Net Worth,N,Yes,11,3081,VIC,9
Reiko,Degenhardt,Female,45-54,81-90,Cat_2,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,4280,QLD,6
Cord,Dunsmore,Male,18-24,11-20,Cat_2,Internal Auditor,Manufacturing,Mass Customer,N,Yes,13,4301,QLD,3
Gabey,Kennicott,Female,55-64,51-60,Cat_1,Developer I,Financial Services,Affluent Customer,N,No,17,2322,NSW,6
Jacqui,Devey,Female,25-34,71-80,Cat_1,Analyst Programmer,Financial Services,High Net Worth,N,Yes,13,2261,NSW,8
Byrom,Ramas,Male,25-34,21-30,Cat_1,Help Desk Technician,Manufacturing,High Net Worth,N,No,12,2528,NSW,7
Worthington,Ahmed,Male,45-54,71-80,Cat_2,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,3335,VIC,3
Chico,Dye,Male,25-34,41-50,Cat_1,Speech Pathologist,Manufacturing,High Net Worth,N,No,13,2526,NSW,9
Davidde,Cockroft,Male,Above 64,61-70,Cat_1,Geological Engineer,Manufacturing,High Net Worth,N,No,8,2158,NSW,12
Charlie,Dmych,Male,Above 64,51-60,Cat_1,Account Coordinator,Manufacturing,High Net Worth,N,No,13,2263,NSW,6
Donn,Chaney,Male,Above 64,11-20,Cat_2,Research Assistant II,Manufacturing,Mass Customer,N,No,13,4701,QLD,3
Kamila,Parsonage,Female,Above 64,71-80,Cat_2,Account Coordinator,Property,Mass Customer,N,No,5,4131,QLD,8
Barth,Sapshed,Male,25-34,Below 10,Cat_2,Executive Secretary,Financial Services,Mass Customer,N,Yes,13,4520,QLD,10
Padriac,Collacombe,Male,55-64,61-70,Cat_1,Software Consultant,Health,Affluent Customer,N,No,13,2090,NSW,10
Olive,Mozzi,Female,Above 64,81-90,Cat_1,Account Representative IV,Retail,Affluent Customer,N,Yes,20,2567,NSW,9
Benedict,Rosas,Male,Above 64,71-80,Cat_1,Actuary,Financial Services,High Net Worth,N,Yes,15,2142,NSW,6
Virginia,De Antoni,Female,55-64,11-20,Cat_1,Executive Secretary,Telecommunications,High Net Worth,N,Yes,12,2030,NSW,10
Nicolas,O'Donnell,Male,35-44,31-40,Cat_2,Internal Auditor,Manufacturing,Mass Customer,N,Yes,14,3177,VIC,7
Oswald,MacCarlich,Male,25-34,81-90,Cat_2,Assistant Media Planner,Entertainment,Mass Customer,N,No,14,4717,QLD,1
Ailyn,Howgate,Female,18-24,61-70,Cat_2,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,2,4213,QLD,7
Karol,Salthouse,Female,45-54,51-60,Cat_1,Research Assistant III,Financial Services,Mass Customer,N,Yes,18,2570,NSW,8
Esdras,Birchett,Male,Above 64,81-90,Cat_1,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,21,2258,NSW,9
Wilfrid,Gertray,Male,Above 64,Below 10,Cat_1,Accounting Assistant I,Financial Services,Mass Customer,N,No,16,2766,NSW,8
Charmain,Styles,Female,55-64,41-50,Cat_2,Programmer Analyst I,Property,High Net Worth,N,Yes,18,3029,VIC,7
Bobby,Summersby,Male,Above 64,81-90,Cat_2,Sales Associate,Financial Services,Affluent Customer,N,No,7,3350,VIC,2
Shepherd,Dutchburn,Male,45-54,31-40,Cat_1,Senior Sales Associate,Financial Services,High Net Worth,N,Yes,9,2160,NSW,9
Berenice,Kaesmakers,Female,25-34,61-70,Cat_1,Sales Representative,Retail,Mass Customer,N,No,11,2145,NSW,9
Jesse,Crosio,Male,25-34,71-80,Cat_2,Data Coordiator,Manufacturing,Mass Customer,N,Yes,13,3133,VIC,8
Cordi,Thornton,Female,45-54,41-50,Cat_1,Structural Engineer,Telecommunications,Mass Customer,N,No,11,2028,NSW,10
Debbie,Tillman,Female,25-34,Below 10,Cat_2,Account Coordinator,Manufacturing,High Net Worth,N,Yes,13,4551,QLD,8
Judie,Pirkis,Female,25-34,Below 10,Cat_1,Recruiter,Retail,Affluent Customer,N,Yes,4,2111,NSW,11
Flin,Yoskowitz,Male,25-34,Below 10,Cat_1,Registered Nurse,Health,Mass Customer,N,Yes,11,2574,NSW,7
Noel,Sturch,Female,Above 64,21-30,Cat_2,Environmental Specialist,Health,Mass Customer,N,No,10,3585,VIC,1
Letizia,Poore,Female,Above 64,21-30,Cat_2,Web Developer II,Manufacturing,Affluent Customer,N,No,15,3677,VIC,3
Raynard,,Male,25-34,31-40,Cat_2,Statistician III,Health,Affluent Customer,N,No,14,4132,QLD,6
Kiley,Grunder,Male,25-34,Above 90,Cat_1,Cost Accountant,Financial Services,Affluent Customer,N,Yes,1,4006,QLD,8
Ethelred,Sissel,Male,45-54,81-90,Cat_1,Programmer Analyst IV,Health,High Net Worth,N,No,18,2539,NSW,8
Dena,Pabst,Female,35-44,31-40,Cat_2,Account Executive,Manufacturing,High Net Worth,N,Yes,17,3037,VIC,7
Wyndham,Woolford,Male,35-44,Below 10,Cat_2,Engineer IV,Manufacturing,Mass Customer,N,No,10,3977,VIC,6
Rochette,Haddacks,Female,25-34,41-50,Cat_2,Tax Accountant,Retail,Affluent Customer,N,Yes,13,3020,VIC,8
Jamal,Dudgeon,Male,55-64,81-90,Cat_2,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,3029,VIC,5
Levin,Coxen,Male,Above 64,11-20,Cat_1,Accountant I,Property,Mass Customer,N,No,20,2753,NSW,8
Marinna,Kauschke,Female,45-54,21-30,Cat_2,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,3174,VIC,3
Kyle,Michie,Female,55-64,Below 10,Cat_2,Nurse Practicioner,Manufacturing,Mass Customer,N,Yes,10,3032,VIC,8
Lanie,Cobbold,Male,35-44,51-60,Cat_1,Senior Sales Associate,Manufacturing,Mass Customer,N,Yes,9,2323,NSW,5
Gilbert,O'Fallone,Male,25-34,21-30,Cat_1,Assistant Media Planner,Entertainment,High Net Worth,N,No,1,2126,NSW,11
Esther,McOnie,Female,Above 64,51-60,Cat_1,Legal Assistant,Manufacturing,Mass Customer,N,No,14,2096,NSW,12
Chaim,Kingdon,Male,25-34,61-70,Cat_1,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,15,2097,NSW,9
Anson,Dearnaly,Male,25-34,61-70,Cat_1,Data Coordiator,Health,Affluent Customer,N,Yes,11,2103,NSW,11
Caitrin,Critten,Female,45-54,41-50,Cat_2,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,4113,QLD,7
Garreth,Minett,Male,55-64,Above 90,Cat_2,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,10,3163,VIC,7
Rozamond,Sommer,Female,55-64,21-30,Cat_2,Operator,IT,Affluent Customer,N,Yes,12,3129,VIC,10
Annabell,Downer,Female,Above 64,31-40,Cat_1,Budget/Accounting Analyst II,Retail,Affluent Customer,N,No,20,2763,NSW,9
Maximilian,Geffen,Male,Above 64,Above 90,Cat_1,Automation Specialist III,Manufacturing,Mass Customer,N,Yes,20,2750,NSW,8
Ajay,Worham,Female,35-44,71-80,Cat_1,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,12,2800,NSW,6
Jamison,Cashin,Male,45-54,61-70,Cat_1,VP Product Management,Health,Mass Customer,N,Yes,5,2477,NSW,8
Dorian,Emery,Female,18-24,Above 90,Cat_1,Professor,Manufacturing,Mass Customer,N,Yes,9,2168,NSW,8
Nicol,Swinford,Male,45-54,61-70,Cat_2,VP Marketing,Property,High Net Worth,N,No,16,4157,QLD,7
Agna,Cowpe,Female,45-54,81-90,Cat_2,Account Coordinator,Property,Mass Customer,N,Yes,7,4114,QLD,3
Nev,Prosh,Male,Above 64,21-30,Cat_1,Environmental Tech,Health,Affluent Customer,N,Yes,17,2148,NSW,8
Lucius,Hatchell,Male,Above 64,31-40,Cat_2,Media Manager II,Retail,Mass Customer,N,Yes,14,3782,VIC,8
Francisca,Pottage,Female,Above 64,61-70,Cat_1,Software Engineer II,IT,Mass Customer,N,No,8,2177,NSW,9
Farlie,Brookz,Male,55-64,61-70,Cat_1,Administrative Assistant I,Health,Mass Customer,N,Yes,6,2070,NSW,12
Mariette,,Female,Above 64,41-50,Cat_1,Programmer II,Property,Affluent Customer,N,Yes,17,2049,NSW,11
Beverlee,Ungerechts,Female,45-54,41-50,Cat_2,Civil Engineer,Manufacturing,Mass Customer,N,No,8,4020,QLD,7
Nanni,Girodias,Female,55-64,61-70,Cat_1,Sales Representative,Retail,High Net Worth,N,No,16,2161,NSW,9
Delcina,Hursey,Female,45-54,21-30,Cat_2,Cost Accountant,Financial Services,Mass Customer,N,Yes,7,4132,QLD,4
Lek,Pimblett,Male,Above 64,81-90,Cat_1,Product Engineer,Financial Services,Mass Customer,N,Yes,6,2460,NSW,2
Ewell,Paulusch,Male,25-34,31-40,Cat_2,Engineer I,Manufacturing,Mass Customer,N,Yes,8,4032,QLD,7
Madison,Lars,Male,55-64,11-20,Cat_2,Health Coach III,Health,Mass Customer,N,No,19,4500,QLD,9
Ardis,Taree,Female,55-64,Above 90,Cat_2,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,4128,QLD,9
Wheeler,Godsil,Male,25-34,51-60,Cat_1,Geologist IV,Manufacturing,Affluent Customer,N,Yes,6,2147,NSW,9
Terrel,Keynd,Male,55-64,21-30,Cat_2,Junior Executive,Manufacturing,Mass Customer,N,No,9,4221,QLD,7
Augie,Swallwell,Male,Above 64,41-50,Cat_1,Account Coordinator,Property,Affluent Customer,N,Yes,13,2400,NSW,2
Dillon,Bannister,Male,Above 64,Below 10,Cat_1,Tax Accountant,Manufacturing,Mass Customer,N,No,11,2062,NSW,9
Lissa,Gawn,Female,55-64,81-90,Cat_2,Legal Assistant,Health,Mass Customer,N,Yes,17,4503,QLD,5
Leisha,McConway,Female,45-54,Below 10,Cat_2,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,3175,VIC,8
Kearney,Cuddehy,Male,25-34,81-90,Cat_2,Marketing Assistant,Retail,Mass Customer,N,No,12,4207,QLD,6
Shellysheldon,Bichard,Male,Above 64,Above 90,Cat_2,Desktop Support Technician,Financial Services,Mass Customer,N,Yes,16,4503,QLD,5
Reinhard,Oscroft,Male,Above 64,21-30,Cat_2,Pharmacist,Health,High Net Worth,N,No,18,3690,VIC,1
Menard,Venmore,Male,35-44,Above 90,Cat_1,Assistant Professor,Retail,High Net Worth,N,No,8,2197,NSW,10
Andree,Breeds,Female,Above 64,31-40,Cat_2,Senior Editor,Financial Services,Affluent Customer,N,Yes,11,3152,VIC,6
Kata,Harrop,Female,Above 64,61-70,Cat_1,Sales Representative,Retail,Affluent Customer,N,Yes,13,2196,NSW,10
Pierrette,Gummie,Female,55-64,11-20,Cat_2,Statistician II,Retail,Affluent Customer,N,No,14,3143,VIC,8
Nady,Withinshaw,Female,55-64,Above 90,Cat_2,Database Administrator III,Financial Services,High Net Worth,N,No,8,4000,QLD,7
Demott,Mullaly,Male,35-44,41-50,Cat_1,Help Desk Operator,Property,Mass Customer,N,No,13,2525,NSW,8
Wendye,Kleinplatz,Female,25-34,41-50,Cat_2,Executive Secretary,Manufacturing,Affluent Customer,N,No,14,4132,QLD,3
Irvin,Bevans,Male,55-64,81-90,Cat_1,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,No,12,2046,NSW,11
Madella,Marquiss,Female,45-54,51-60,Cat_2,VP Marketing,Financial Services,Affluent Customer,N,No,18,3175,VIC,8
Austine,Speedy,Female,Above 64,31-40,Cat_1,Software Engineer II,Argiculture,High Net Worth,N,Yes,14,2558,NSW,8
Wolf,Craft,Male,25-34,Above 90,Cat_1,Database Administrator III,Retail,Affluent Customer,N,Yes,5,2148,NSW,9
Aldin,Newsome,Male,35-44,21-30,Cat_1,Financial Analyst,Financial Services,Mass Customer,N,No,17,2127,NSW,9
Sindee,Jasik,Female,Above 64,11-20,Cat_2,Social Worker,Health,Mass Customer,N,Yes,15,4030,QLD,9
Truman,Arlett,Male,55-64,51-60,Cat_1,Technical Writer,Manufacturing,High Net Worth,N,Yes,16,2477,NSW,5
Gordon,Rewan,Male,35-44,41-50,Cat_1,Chief Design Engineer,Manufacturing,Mass Customer,N,No,5,2750,NSW,8
Leticia,Hovenden,Female,25-34,Above 90,Cat_2,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1,3178,VIC,9
Caritta,Compston,Female,55-64,81-90,Cat_2,Geological Engineer,Manufacturing,Mass Customer,N,Yes,17,3976,VIC,5
Annabelle,Hanwell,Female,Above 64,11-20,Cat_2,Professor,Manufacturing,High Net Worth,N,Yes,15,3083,VIC,12
Darryl,Hovee,Female,Above 64,Below 10,Cat_1,Professor,Financial Services,Mass Customer,N,Yes,19,2047,NSW,12
Orly,Nesbitt,Female,35-44,Below 10,Cat_2,Analyst Programmer,Manufacturing,High Net Worth,N,Yes,14,3163,VIC,6
Margette,Gibard,Female,Above 64,31-40,Cat_1,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,9,2011,NSW,7
Nicol,Bertot,Female,45-54,21-30,Cat_2,Financial Advisor,Financial Services,Affluent Customer,N,Yes,18,3060,VIC,5
Nobe,Trowsdale,Male,45-54,11-20,Cat_2,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,3816,VIC,3
Stephen,Tittershill,Male,25-34,71-80,Cat_2,Nurse Practicioner,Financial Services,High Net Worth,N,No,6,3150,VIC,11
Giselbert,Pickring,Male,55-64,Above 90,Cat_1,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,20,2766,NSW,8
Shane,Diss,Female,35-44,41-50,Cat_2,Cost Accountant,Financial Services,High Net Worth,N,Yes,16,3198,VIC,8
Lisette,Davers,Female,Above 64,51-60,Cat_1,Developer III,Health,High Net Worth,N,No,17,2130,NSW,11
Kippar,Whyatt,Male,55-64,11-20,Cat_1,Account Coordinator,Property,Mass Customer,N,No,10,2259,NSW,7
Xenia,Maleck,Female,55-64,41-50,Cat_2,VP Product Management,Telecommunications,Mass Customer,N,No,12,3029,VIC,7
Essie,Withur,Female,Above 64,41-50,Cat_2,Director of Sales,Financial Services,High Net Worth,N,No,19,3444,VIC,7
Lillis,Eshmade,Female,45-54,41-50,Cat_2,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,22,4304,QLD,2
Ted,Izacenko,Male,55-64,Below 10,Cat_2,Librarian,Entertainment,High Net Worth,N,No,9,3130,VIC,10
Nixie,Shoesmith,Female,Above 64,41-50,Cat_2,Junior Executive,Retail,Affluent Customer,N,No,12,4516,QLD,6
Briana,Trill,Female,Above 64,Below 10,Cat_1,Health Coach III,Health,High Net Worth,N,No,11,2137,NSW,11
